method,budget,trial,f1,seconds
EXPF,200,10,0.6560027237134876,0.0816655158996582
ASTRA_AGF,5,11,0.6588641893475031,0.6810610294342041
Coordinate_RF,5,11,0.6564121263713159,0.7127904891967773
EXP010,5,11,0.5829393895051751,0.01810479164123535
EXPF,5,11,0.6344206345220286,0.046036481857299805
ASTRA_AGF,25,11,0.6659259791167365,0.7797431945800781
Coordinate_RF,25,11,0.6825982195647028,0.7748639583587646
EXP010,25,11,0.6068240415310482,0.03072500228881836
EXPF,25,11,0.6389978826803232,0.06984281539916992
ASTRA_AGF,50,11,0.6934544038027728,0.8427770137786865
Coordinate_RF,50,11,0.7000534449543154,0.8766376972198486
EXP010,50,11,0.6179428952195587,0.022708415985107422
EXPF,50,11,0.6442360648014578,0.0696568489074707
ASTRA_AGF,100,11,0.7159123251318557,0.9081261157989502
Coordinate_RF,100,11,0.7208747117239663,0.8961756229400635
EXP010,100,11,0.6205833196533442,0.022535324096679688
EXPF,100,11,0.6584327897244646,0.07603120803833008
ASTRA_AGF,200,11,0.7288653046537141,1.1743261814117432
Coordinate_RF,200,11,0.7468652963240814,1.0764026641845703
EXP010,200,11,0.6205533409977115,0.02109241485595703
EXPF,200,11,0.6553759656239683,0.07065224647521973
ASTRA_AGF,5,12,0.6367492354635182,0.6847105026245117
Coordinate_RF,5,12,0.6374610153119328,0.697932243347168
EXP010,5,12,0.5796140468981082,0.018808364868164062
EXPF,5,12,0.517963446193677,0.047621726989746094
ASTRA_AGF,25,12,0.691620152095984,0.8639259338378906
Coordinate_RF,25,12,0.6962179839679167,0.8634941577911377
EXP010,25,12,0.5953421039743878,0.030147075653076172
EXPF,25,12,0.6209913509124965,0.07474589347839355
ASTRA_AGF,50,12,0.6931887334997774,0.8519508838653564
Coordinate_RF,50,12,0.7015386645831511,0.8373794555664062
EXP010,50,12,0.6105264133280348,0.02491617202758789
EXPF,50,12,0.6412205864654275,0.07528376579284668
ASTRA_AGF,100,12,0.7044118699533284,0.9003193378448486
Coordinate_RF,100,12,0.7213077835181627,0.9155979156494141
EXP010,100,12,0.6182531898382547,0.021427154541015625
EXPF,100,12,0.6480322535823576,0.07115960121154785
ASTRA_AGF,200,12,0.717555811490078,1.113980770111084
Coordinate_RF,200,12,0.7403637838070902,1.0679683685302734
EXP010,200,12,0.6215633686207137,0.034996747970581055
